"(Intercept)","scale(artificial)","scale(B_prime_std)","scale(corals)","scale(depth_range)","scale(gravel)","scale(macroalgae)","scale(mean_MaxN)","scale(min_depth)","scale(n_presence)","scale(rocks)","scale(sand)","scale(sbt_max)","scale(sbt_min)","scale(sbt_range)","scale(seagrass)","scale(silt)","df","logLik","AICc","delta","weight"
-2.82108255190429,-0.0250585483723901,NA,-1.52193504784687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-40.9992438356062,90.329066183609,2.13804830597252,0.000922646731067519
-3.09788107094744,NA,NA,-1.66205566586323,NA,NA,NA,0.404583569529147,NA,0.115432905991541,NA,NA,NA,NA,NA,NA,NA,5,-39.9226263003022,90.3452526006045,2.15423472296797,0.000915209694042665
-2.86119951796393,NA,NA,-1.53146404658045,NA,0.0142315753242012,NA,NA,-0.78057501163551,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.9296890959178,90.3593781918355,2.16836031419899,0.000908768528122928
-2.86165919983496,NA,NA,-1.53143351696176,NA,NA,NA,NA,-0.79285594966667,NA,NA,NA,NA,NA,NA,NA,0.0131613793120978,5,-39.9299946566369,90.3599893132738,2.16897143563729,0.00090849088657827
-3.1368333187786,NA,NA,-1.66675942978002,NA,NA,NA,0.446985780682156,NA,NA,NA,NA,NA,-0.13185477556032,NA,NA,NA,5,-39.9302104097513,90.3604208195027,2.16940294186615,0.000908294897983393
-2.84507584356486,NA,NA,-1.60441484935236,0.661321714780825,NA,NA,NA,NA,NA,NA,-0.549063109996108,NA,NA,NA,NA,-0.900444733145078,6,-38.8601742611039,90.4262308751489,2.23521299751242,0.000878893803771137
-3.21032971818238,NA,NA,-1.81044179650812,NA,NA,NA,0.474119434417453,NA,NA,NA,-0.109979470084026,NA,NA,NA,NA,NA,5,-39.9658573954902,90.4317147909803,2.2406969133438,0.000876487214839418
-2.84608779090447,-0.152325259308426,NA,-1.24246505799448,NA,NA,0.396036976219565,NA,-1.14985309562763,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.8694374753984,90.444757303738,2.2537394261015,0.000870790013643772
-3.16605195883194,-0.051829736337094,NA,-1.70570439579162,NA,NA,NA,0.482259144844951,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.973492471729,90.4469849434579,2.25596706582142,0.000869820650380963
-3.1707228670021,NA,NA,-1.70706366800744,NA,NA,NA,0.476200124588747,NA,NA,NA,NA,NA,NA,NA,0.0222065681523945,NA,5,-39.9788327155807,90.4576654311613,2.26664755352482,0.000865187976813576
-2.82711762702177,NA,0.422417724986079,-1.2942561458314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.550278638221715,5,-39.9806061345816,90.4612122691633,2.27019439152673,0.000863654995726761
-2.8809236013872,NA,NA,-1.42190716967255,NA,NA,0.389853086935969,NA,-1.11060645524925,NA,NA,-0.193056127966354,NA,NA,NA,NA,NA,6,-38.8843228538569,90.4745280606549,2.28351018301838,0.000857923970260079
-2.80120391651735,NA,NA,-1.3939829430197,0.372754568091167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.9939980008843,90.4879960017686,2.29697812413205,0.000852166143779361
-2.86975763181648,NA,NA,-1.2858350296787,NA,NA,0.367507051037861,NA,-1.04482906955498,NA,NA,NA,NA,NA,0.0969387765116094,NA,NA,6,-38.9028236470014,90.511529646944,2.32051176930744,0.000842197619894595
